Date,Close,High,Low,Open,Volume
,ORCL,ORCL,ORCL,ORCL,ORCL
2015-10-19,31.696016311645508,31.893739920367647,31.438116095024423,31.68742105882245,18100500
2015-10-20,31.68743324279785,31.807786504872173,31.48111102254156,31.48111102254156,13678100
2015-10-21,31.481101989746094,31.910936819183185,31.438119162678287,31.790583591641518,11062600
2015-10-22,32.48691940307617,32.54709602093542,31.678827770029606,31.678827770029606,14701400
2015-10-23,32.727630615234375,32.80500103217219,32.48692410893013,32.770613451448675,16469100
2015-10-26,32.98552322387695,33.20044063423728,32.61586501570684,32.61586501570684,12330600
2015-10-27,32.95973587036133,33.05430006045879,32.70183562060981,32.9511406164341,14110500
2015-10-28,33.42396926879883,33.43256452554998,32.98553574873475,33.2090517768327,14020000
2015-10-29,33.4067497253418,33.4497325347269,33.123057280519454,33.123057280519454,11432900
2015-10-30,33.38957214355469,33.56150674388161,33.09728430681284,33.458344016057616,16471500
2015-11-02,34.171871185302734,34.19766022736183,33.441153239004116,33.57010172867932,19789700
2015-11-03,34.558712005615234,34.61888860382419,34.02571787317363,34.120278756517244,17153100
2015-11-04,34.7994384765625,34.876808901668255,34.438378678989345,34.68768046710296,16863300
2015-11-05,34.687679290771484,34.90259676662355,34.51574793359418,34.52434318970087,16358800
2015-11-06,34.9197883605957,34.93698215110746,34.49855197088854,34.66188806167985,16481800
2015-11-09,34.472747802734375,34.8166169360769,34.197653807811996,34.739246545043784,14604900
2015-11-10,34.318016052246094,34.53293349730088,34.20626134197118,34.24064892023113,11294000
2015-11-11,33.56151580810547,34.04292888378421,33.50993443026248,33.73345045486814,18861500
2015-11-12,33.20904541015625,33.61308798761264,33.105882672636284,33.22623919974291,14591600
2015-11-13,32.065673828125,33.18324359662454,31.996901968825192,33.08008416798528,23987600
2015-11-16,32.77060317993164,33.002714357992886,32.289190318215724,32.40094500146883,16741000
2015-11-17,32.77920913696289,33.11447982142306,32.64166210540539,32.86517480191886,14820000
2015-11-18,33.26921463012695,33.2950036690777,32.79639699954705,32.83078129168828,11958900
2015-11-19,33.544315338134766,33.80221561725064,33.20044611306028,33.2434289463496,12306100
2015-11-20,33.81940460205078,34.0257267636613,33.69905137418611,33.74203420136928,12023200
2015-11-23,33.64747619628906,33.98274690105136,33.570105781391604,33.9053764861539,9111900
2015-11-24,33.922569274902344,34.06011631072949,33.33799355279197,33.33799355279197,13766300
2015-11-25,33.750640869140625,34.042928783965955,33.73345035595732,33.93117405137143,8014700
2015-11-27,33.68185806274414,33.819405079299,33.59589240716468,33.64747048876054,6869900
2015-11-30,33.50131607055664,33.77641000391512,33.50131607055664,33.62166925647868,18969800
2015-12-01,33.72483825683594,33.76782108126898,33.44974424520933,33.60448503667171,12718200
2015-12-02,33.26921463012695,33.86238548164945,33.22623180541593,33.65606661128481,13694200
2015-12-03,32.504119873046875,33.49273828352867,32.45253849882941,33.49273828352867,20322500
