Date,Close,High,Low,Open,Volume
,MU,MU,MU,MU,MU
2015-10-19,18.701904296875,18.76046923836009,17.881987669100027,17.930793338459207,27543300
2015-10-20,16.681396484375,18.594534082103422,16.212873219022647,18.44812079439906,67592500
2015-10-21,16.03717803955078,16.52522361902952,15.549132460072041,16.095742987799312,48737400
2015-10-22,16.32024383544922,16.603311170872466,15.685784941728441,16.007894956186448,33986100
2015-10-23,16.827810287475586,16.905897500759274,16.408090817921014,16.495939165583415,22439400
2015-10-26,16.18358612060547,16.837567060618138,16.105498927547785,16.749718735710054,14901400
2015-10-27,16.281200408935547,16.3983303024085,16.125025976474216,16.125025976474216,14697600
2015-10-28,16.515460968017578,16.700918792484586,16.183589855495974,16.398329220526318,15151700
2015-10-29,15.822436332702637,16.33976530212682,15.802915925018505,16.29096149029737,17073800
2015-10-30,16.1640682220459,16.222635028964405,15.812676689265057,15.988371524782458,19248400
2015-11-02,16.681396484375,16.876615442478126,16.39832918130006,16.55450360308418,18767100
2015-11-03,17.41345977783203,17.55987302343888,16.68139168805236,16.69115281932554,22131500
2015-11-04,17.023025512695312,17.61843968505451,16.691154463693838,17.61843968505451,19246900
2015-11-05,16.115262985229492,17.296332227375977,15.968849704382242,17.1011151401616,26767000
2015-11-06,16.05669593811035,16.369044726060345,15.715063753135436,16.04693480576871,18047800
2015-11-09,15.461282730102539,16.05669887980755,15.422239124455734,15.96885053438399,23643000
2015-11-10,15.178215980529785,15.471043481064928,15.051324032602125,15.363672870040697,24591700
2015-11-11,15.129411697387695,15.412478072555512,15.100129225714607,15.266064783317086,16199800
2015-11-12,14.98299789428711,15.373433939447708,14.914670888229285,14.914670888229285,14296800
2015-11-13,14.641366004943848,15.012280722107182,14.504712920450098,14.93419351121732,21071200
2015-11-16,14.533997535705566,14.83658527043971,14.29973495261129,14.592562483324341,23731800
2015-11-17,14.914671897888184,15.353912711146803,14.58280077159895,14.67064912042528,25249600
2015-11-18,15.236780166625977,15.314867372113813,14.934192478078842,15.022040816970886,20071300
2015-11-19,15.490564346313477,15.890762445687667,15.33438993234937,15.33438993234937,18278900
2015-11-20,15.061087608337402,15.715068790908797,14.97323925084675,15.61745929794738,24068900
2015-11-23,14.953714370727539,15.295346605610167,14.709691611775076,15.168454659250132,14049000
2015-11-24,15.256301879882812,15.285584348160052,14.787777733082562,14.856104733559965,12222500
2015-11-25,15.207497596740723,15.402715609169613,14.982997115165725,15.031800920118265,10003300
2015-11-27,15.187975883483887,15.266063086514826,15.100127547355859,15.178214750386797,5019000
2015-11-30,15.549129486083984,15.62721668939547,15.129410070130081,15.217258406573725,13495300
2015-12-01,16.154306411743164,16.232393622621682,15.734588816862347,15.793153759584747,20138300
2015-12-02,15.441760063171387,16.19335061605925,15.344151517010898,16.095741139025797,16121100
2015-12-03,15.236780166625977,15.81267493612637,15.129410491798431,15.568651255385738,15210100
2015-12-04,15.129411697387695,15.549131158484904,15.031802217313416,15.168455303242808,19068500
2015-12-07,14.494952201843262,15.10012853015779,14.358299122208518,14.982997717987844,23579100
