Date,Close,High,Low,Open,Volume
,META,META,META,META,META
2015-10-19,97.86668395996094,97.96606975199879,96.3261776440997,96.58458676951801,23729900
2015-10-20,96.40569305419922,98.97982080638667,95.96838645307231,98.12509689555256,30881800
2015-10-21,96.51500701904297,97.57845081893235,95.87892890972496,96.77341612053128,21917800
2015-10-22,99.05933380126953,99.11897134572563,96.95232760252787,97.1908550324014,26392100
2015-10-23,101.56389617919922,102.21984849296659,99.54633496637288,101.28561291986456,42809700
2015-10-26,103.13420104980469,103.17395688094693,100.92780929128094,101.57382069505643,25961200
2015-10-27,103.06462097167969,103.4621716646983,101.77259069768013,102.30928299585796,23795500
2015-10-28,103.56156921386719,103.83986003846698,102.2894129177239,103.26341184719902,24081500
2015-10-29,104.2374038696289,104.47593886368905,102.88573590055354,103.32304247368077,20316700
2015-10-30,101.34523010253906,104.07838082770937,101.0271910487343,103.86966840952336,33487100
2015-11-02,102.67701721191406,102.83604053159864,100.56007045149538,101.096762781457,24003900
2015-11-03,101.95149993896484,103.01494380594028,101.77260248551806,102.58757808840905,21242300
2015-11-04,103.30315399169922,103.50192554314093,101.85210043475861,102.55774929981987,43469300
2015-11-05,108.09364318847656,109.97206278794658,107.28860080109642,108.13339902339104,63232900
2015-11-06,106.44380187988281,108.07375307131116,105.26109810945773,107.3780449710611,35084300
2015-11-09,105.83753204345703,107.58675062009878,105.21139479269652,106.34440938891981,26383500
2015-11-10,107.24885559082031,107.48738302442248,104.59520850922587,105.31079839268278,25031700
2015-11-11,108.34210968017578,109.19684116009344,106.45374925750538,107.60663812038148,25057100
2015-11-12,107.35816192626953,108.71977071425155,107.33828780193124,107.8153501951945,20924700
2015-11-13,103.31309509277344,107.58675201656023,103.19383518592771,107.05005968780682,30278400
2015-11-16,103.40255737304688,103.53175814521722,99.85443073889257,102.68696753378048,49309200
2015-11-17,104.48587036132812,105.54931421485138,103.50193817114202,103.97900056851533,26807200
2015-11-18,107.10969543457031,107.21902207685828,104.74428030151608,105.15177189234392,23836500
2015-11-19,105.60894775390625,107.06994228613281,105.30084196580623,106.7022065441131,25520600
2015-11-20,106.6624526977539,107.20908589434873,105.96674461358722,106.18539030957574,22129600
2015-11-23,106.29471588134766,106.81153409523758,105.43005121151734,106.53325086436578,19897200
2015-11-24,105.09213256835938,105.83753734440086,103.75040548801461,105.35054168052895,23577300
2015-11-25,104.76416015625,105.94686391053813,104.45605435950058,105.67852152771714,15150800
2015-11-27,104.80391693115234,105.31079434288374,104.21753543304455,105.13189687889914,5913100
2015-11-30,103.60132598876953,105.44993049300388,103.11433031092491,105.19152137342012,20383200
2015-12-01,106.46368408203125,106.49349906037348,103.85973395549837,104.18771388256218,22781900
2015-12-02,105.42012023925781,107.25878397212672,105.14183698230252,106.34442253280218,24429100
2015-12-03,103.74046325683594,106.1953308332221,102.71677525789096,105.6188826609028,23236500
2015-12-04,105.52943420410156,107.0699403690715,103.47211742156607,104.16782548033686,21224700
2015-12-07,104.96293640136719,106.17546277006508,104.01876001008266,105.82760870920498,15474900
2015-12-08,105.83753204345703,106.25496445994649,103.31309375178347,103.36279043409029,20401800
2015-12-09,103.9591293334961,105.7878598612166,102.9155670820105,105.52945072066527,23517300
2015-12-10,104.77409362792969,105.74809253950711,103.77028732114779,104.4063654575312,17454300
2015-12-11,101.49431610107422,103.70070784841654,101.28560367562223,103.51187712975964,26427700
2015-12-14,104.01876068115234,104.09826476511198,100.83836226062091,101.66327874073234,24648100
2015-12-15,103.90943908691406,105.15178050314857,103.64108909472327,104.65484393665477,21764300
2015-12-16,106.13571166992188,106.43386905710489,103.55164306775156,104.7244136556985,22680500
2015-12-17,105.56920623779297,107.08983093011958,105.47975371213535,106.83142179034796,21675700
2015-12-18,103.40255737304688,105.93692920735714,103.33298655993208,105.43005939008503,35994200
2015-12-21,104.12808227539062,104.50575890964075,102.96525255789959,104.2672314866644,16138800
2015-12-22,104.86353302001953,105.01261547328066,104.16781743235046,104.5753089657543,14597100
2015-12-23,103.98894500732422,105.45988060643411,103.22366601780345,105.2412273000995,19599700
2015-12-24,104.37654876708984,104.67471372769731,103.85973809570685,104.09826551460284,6501800
2015-12-28,105.28096771240234,105.33066439570707,103.88954398901197,104.37653963827135,13069700
2015-12-29,106.60282135009766,107.0798761493943,105.59900748521405,105.76796407735455,17179900
2015-12-30,105.56920623779297,106.59289435967818,105.41018289557957,106.34442607445749,13115000
2015-12-31,104.01876068115234,105.51950357949495,103.97900484784759,105.35054697493715,18391100
2016-01-04,101.59370422363281,101.61357834823556,99.13883658078933,101.32535425427322,37912400
2016-01-05,102.1005859375,103.07457732004026,101.04707530522289,102.25960168902395,23258200
2016-01-06,102.33910369873047,103.13419754661987,100.2817868985597,100.51037344155134,25096200
2016-01-07,97.3200454711914,100.80854193656677,96.70384904426234,99.88423971352371,45172900
2016-01-08,96.73367309570312,99.884249082756,96.43550812508258,99.26804501537697,35402300
2016-01-11,96.91255950927734,97.99587745252934,94.80554599438763,97.31011023054984,29932400
2016-01-12,98.76116180419922,99.34754322897285,96.95231326464022,98.39342606792901,28395400
2016-01-13,94.85523986816406,99.96374639116678,94.62664574584294,99.96374639116678,33410600
2016-01-14,97.76728820800781,98.26422470022217,91.88355437737641,95.26272404096392,48658600
2016-01-15,94.38813018798828,95.78948732592441,92.9668913416275,93.4041979351693,46132800
2016-01-19,94.67634582519531,96.82310760126482,93.34455203799392,95.9385612217879,30998300
2016-01-20,93.77192687988281,94.4179459211364,88.8224430136694,92.26124308151067,59051400
2016-01-21,93.58309173583984,95.40187368772428,92.05252630098454,94.32849653694568,30518900
2016-01-22,97.33993530273438,97.46913607792129,94.90494162156476,95.81931065011483,30495400
2016-01-25,96.41561889648438,98.8704863444279,96.33610723908684,98.11514076444935,32482000
2016-01-26,96.74359130859375,97.2802836225805,95.07389199750033,97.16102371901611,26877100
