Date,Close,High,Low,Open,Volume
,DIS,DIS,DIS,DIS,DIS
2015-10-19,100.93818664550781,101.39921791215595,99.52743209512913,99.81326922932175,8001900
2015-10-20,101.27933502197266,101.91556035663298,100.88285492620247,101.01194310500628,9674400
2015-10-21,101.5098648071289,102.86529790862434,101.4361051480682,102.04466278529893,8769800
2015-10-22,104.42359161376953,104.51579646872425,101.78649196034364,102.04466836812863,10028900
2015-10-23,104.27605438232422,105.30876701025637,103.1326987464281,105.30876701025637,7928400
2015-10-26,104.67253112792969,104.72785966116854,103.3816492653321,104.25760581992026,5729600
2015-10-27,104.90303802490234,105.36406923313037,104.4235686636475,104.4604520044791,5857600
2015-10-28,105.42862701416016,105.53927705102637,104.06397840003773,105.08746837801898,6452900
2015-10-29,106.07408142089844,106.40602451677901,105.299545185584,105.42863338567318,6125100
2015-10-30,104.87539672851562,106.25849060971292,104.81085262878426,106.03719755845955,8501600
2015-11-02,106.07408142089844,106.32303522541922,105.1243580767654,105.56694418141997,6949500
2015-11-03,106.53511047363281,107.32808484878606,105.6130479011085,106.00953508868513,7132100
2015-11-04,104.42359161376953,107.72457747851657,102.17375657202113,107.54938332975696,20740800
2015-11-05,104.19306182861328,105.05058022947885,102.90217292997563,104.43280004680649,14843700
2015-11-06,106.65497589111328,107.65080515606455,105.64070847004622,105.66836922160947,16803400
2015-11-09,107.34652709960938,107.6323712916451,106.20317143580469,106.86705763891045,9317500
2015-11-10,108.26860046386719,108.35158976489016,106.50746436628322,107.11602208973784,8240500
2015-11-11,107.43872833251953,108.41611944738712,107.35574607731769,108.38845869565317,6381700
2015-11-12,107.15288543701172,107.87209308263138,106.03719062332239,106.59042673266222,7223000
2015-11-13,105.88966369628906,107.34652426634379,105.4655157521173,106.88549297466413,8078100
2015-11-16,106.88549041748047,107.03302380398232,104.50656732098102,104.62643995620854,5770200
2015-11-17,107.0791244506836,108.38845865543102,106.50745015564969,107.06068629446087,6434400
2015-11-18,108.93246459960938,109.0615527885008,107.0053573263167,107.1621062650022,6744600
